ds,yhat
2024-01-01,13.827026644345988
2024-01-02,13.699177692182978
2024-01-03,13.554574166299517
2024-01-04,13.849327447252534
2024-01-05,14.267808618309829
2024-01-06,14.163861202021057
2024-01-07,14.184626787664826
