ds,yhat
2024-01-01,10.950034887624891
2024-01-02,13.103811338130104
2024-01-03,12.982192631560062
2024-01-04,13.17911060701772
2024-01-05,13.607443745388014
2024-01-06,13.487225189046743
2024-01-07,13.54042035934049
